Date,Message
"====================================
Chart Info: FX:GBPUSD
Timeframe: 3 Minute(s)
Timezone: America/New_York
Start Date: 2026-05-10 17:00 (Actual)
End Date: Last Candle
Data Format: YYYYMMDD HHMM;Open;High;Low;Close;Volume
===================================="
20260616 2330;1.34267;1.34277;1.34265;1.34272;389
20260616 2333;1.34272;1.34275;1.34264;1.34269;177
20260616 2336;1.34269;1.34274;1.34266;1.34266;180
20260616 2339;1.34266;1.34279;1.34264;1.34278;234
20260616 2342;1.34278;1.34289;1.34275;1.34277;245
20260616 2345;1.34277;1.3428;1.34271;1.34278;159
20260616 2348;1.34278;1.34279;1.34275;1.34278;222
20260616 2351;1.34278;1.34283;1.34275;1.34278;322
20260616 2354;1.34278;1.34279;1.34269;1.34274;250
20260616 2357;1.34274;1.3428;1.34269;1.3427;190
20260617 0000;1.3427;1.34284;1.34266;1.34283;328
20260617 0003;1.34283;1.34285;1.34276;1.3428;150
20260617 0006;1.3428;1.34291;1.34279;1.34289;192
20260617 0009;1.34289;1.34305;1.34287;1.34302;204
20260617 0012;1.34302;1.34309;1.34301;1.34301;168
20260617 0015;1.34301;1.34315;1.34301;1.34306;211
20260617 0018;1.34306;1.34318;1.34305;1.34305;211
20260617 0021;1.34305;1.34309;1.34299;1.343;240
20260617 0024;1.343;1.34308;1.34299;1.34307;119
20260617 0027;1.34307;1.34308;1.34295;1.34297;188
20260617 0030;1.34297;1.34308;1.34297;1.34305;250
20260617 0033;1.34305;1.34306;1.34294;1.34298;282
20260617 0036;1.34298;1.34299;1.34285;1.34294;256
20260617 0039;1.34294;1.34298;1.3429;1.34297;129
20260617 0042;1.34297;1.34303;1.34295;1.34297;157
20260617 0045;1.34297;1.34308;1.34296;1.34307;179
20260617 0048;1.34307;1.34314;1.34301;1.34307;289
20260617 0051;1.34307;1.34328;1.34307;1.34326;281
20260617 0054;1.34326;1.3433;1.34314;1.34315;657
20260617 0057;1.34315;1.34315;1.34303;1.34309;179
20260617 0100;1.34309;1.34327;1.34307;1.34327;334
20260617 0103;1.34327;1.34329;1.3432;1.34322;251
20260617 0106;1.34322;1.34329;1.34319;1.34328;189
20260617 0109;1.34328;1.34328;1.34308;1.34308;202
20260617 0112;1.34308;1.3431;1.34298;1.34306;240
20260617 0115;1.34306;1.34328;1.34306;1.34327;244
20260617 0118;1.34327;1.34336;1.34324;1.34333;190
20260617 0121;1.34333;1.34339;1.34316;1.34317;243
20260617 0124;1.34317;1.34318;1.34277;1.34297;217
20260617 0127;1.34297;1.34306;1.34295;1.34306;172
20260617 0130;1.34306;1.34309;1.34297;1.34299;348
20260617 0133;1.34299;1.34308;1.34295;1.34305;297
20260617 0136;1.34305;1.34305;1.34296;1.343;300
20260617 0139;1.343;1.34304;1.34293;1.34298;352
20260617 0142;1.34298;1.34307;1.34286;1.34304;255
20260617 0145;1.34304;1.34309;1.34296;1.34304;165
20260617 0148;1.34304;1.34318;1.34304;1.34308;273
20260617 0151;1.34308;1.34323;1.34298;1.34301;378
20260617 0154;1.34301;1.34308;1.3427;1.34287;447
20260617 0157;1.34287;1.34305;1.34264;1.34278;440
20260617 0200;1.34278;1.34335;1.34081;1.34231;971
20260617 0203;1.34231;1.34238;1.34196;1.34225;577
20260617 0206;1.34225;1.34248;1.34225;1.3424;333
20260617 0209;1.3424;1.34247;1.34214;1.34218;399
20260617 0212;1.34218;1.34219;1.34185;1.34215;521
20260617 0215;1.34215;1.34215;1.34194;1.34197;389
20260617 0218;1.34197;1.34208;1.34179;1.3418;485
20260617 0221;1.3418;1.34209;1.34165;1.34197;573
20260617 0224;1.34197;1.34197;1.34167;1.34183;494
20260617 0227;1.34183;1.3419;1.34154;1.34155;503
20260617 0230;1.34155;1.34164;1.34102;1.34102;701
20260617 0233;1.34102;1.34115;1.34084;1.34113;614
20260617 0236;1.34113;1.34127;1.34094;1.34115;450
20260617 0239;1.34115;1.34135;1.34115;1.34123;476
20260617 0242;1.34123;1.34142;1.34123;1.34142;466
20260617 0245;1.34142;1.34147;1.34121;1.34147;523
20260617 0248;1.34147;1.3416;1.34142;1.34153;473
20260617 0251;1.34153;1.3416;1.34141;1.34143;363
20260617 0254;1.34143;1.34144;1.34108;1.34122;338
20260617 0257;1.34122;1.34145;1.34111;1.34144;663
20260617 0300;1.34144;1.34166;1.34135;1.34162;754
20260617 0303;1.34162;1.34167;1.34129;1.34141;599
20260617 0306;1.34141;1.34185;1.3414;1.34181;356
20260617 0309;1.34181;1.34181;1.34159;1.34173;452
20260617 0312;1.34173;1.34174;1.34161;1.34173;290
20260617 0315;1.34173;1.34185;1.34169;1.34173;310
20260617 0318;1.34173;1.34194;1.34169;1.34184;649
20260617 0321;1.34184;1.34196;1.34161;1.34161;430
20260617 0324;1.34161;1.34165;1.34146;1.34155;504
20260617 0327;1.34155;1.34161;1.34139;1.34143;492
20260617 0330;1.34143;1.34145;1.3412;1.34125;590
20260617 0333;1.34125;1.34135;1.34114;1.34133;516
20260617 0336;1.34133;1.34155;1.34128;1.34132;661
20260617 0339;1.34132;1.34172;1.34132;1.34152;559
20260617 0342;1.34152;1.34173;1.34143;1.34149;516
20260617 0345;1.34149;1.34157;1.34143;1.34155;455
20260617 0348;1.34155;1.34182;1.34147;1.34176;625
20260617 0351;1.34176;1.34203;1.34175;1.34202;546
20260617 0354;1.34202;1.34205;1.34191;1.34194;518
20260617 0357;1.34194;1.34212;1.34184;1.34207;637
20260617 0400;1.34207;1.34209;1.34164;1.34173;776
20260617 0403;1.34173;1.34183;1.34164;1.34182;447
20260617 0406;1.34182;1.34188;1.34172;1.34185;469
20260617 0409;1.34185;1.34186;1.3411;1.34135;770
20260617 0412;1.34135;1.34166;1.34112;1.34165;796
20260617 0415;1.34165;1.3417;1.34114;1.34123;522
20260617 0418;1.34123;1.34123;1.34081;1.34102;646
20260617 0421;1.34102;1.34107;1.34086;1.34104;579
20260617 0424;1.34104;1.34117;1.34091;1.34116;555
20260617 0427;1.34116;1.34139;1.34113;1.34128;652
20260617 0430;1.34128;1.34138;1.34116;1.34132;594
20260617 0433;1.34132;1.34151;1.34117;1.34136;484
20260617 0436;1.34136;1.3414;1.34125;1.34138;485
20260617 0439;1.34138;1.34138;1.34106;1.34127;531
20260617 0442;1.34127;1.34138;1.34114;1.34125;393
20260617 0445;1.34125;1.34133;1.34109;1.34117;430
20260617 0448;1.34117;1.34128;1.34109;1.34128;324
20260617 0451;1.34128;1.34147;1.34125;1.34139;305
20260617 0454;1.34139;1.34165;1.34136;1.34147;327
20260617 0457;1.34147;1.34171;1.34145;1.34171;295
20260617 0500;1.34171;1.34172;1.34144;1.34156;290
20260617 0503;1.34156;1.3417;1.34145;1.34167;363
20260617 0506;1.34167;1.34178;1.34159;1.34166;261
20260617 0509;1.34166;1.34166;1.34151;1.34159;283
20260617 0512;1.34159;1.34178;1.34153;1.34155;314
20260617 0515;1.34155;1.34166;1.34144;1.3415;302
20260617 0518;1.3415;1.34154;1.34132;1.34132;491
20260617 0521;1.34132;1.34145;1.34125;1.34138;401
20260617 0524;1.34138;1.34187;1.34136;1.34183;599
20260617 0527;1.34183;1.34196;1.34166;1.34177;620
20260617 0530;1.34177;1.34197;1.34163;1.34166;450
20260617 0533;1.34166;1.3417;1.34158;1.34163;350
20260617 0536;1.34163;1.34175;1.34155;1.34163;396
20260617 0539;1.34163;1.3417;1.3416;1.3416;216
20260617 0542;1.3416;1.3417;1.34144;1.34151;295
20260617 0545;1.34151;1.34157;1.34135;1.34143;271
20260617 0548;1.34143;1.34159;1.34143;1.34148;265
20260617 0551;1.34148;1.34159;1.34142;1.34149;337
20260617 0554;1.34149;1.34168;1.34149;1.34167;471
20260617 0557;1.34167;1.34177;1.34161;1.34175;413
20260617 0600;1.34175;1.34176;1.34149;1.34162;464
20260617 0603;1.34162;1.34167;1.34154;1.34163;227
20260617 0606;1.34163;1.34177;1.34163;1.34167;283
20260617 0609;1.34167;1.34175;1.34163;1.34163;365
20260617 0612;1.34163;1.34178;1.34163;1.34174;361
20260617 0615;1.34174;1.34176;1.34157;1.34167;227
20260617 0618;1.34167;1.34168;1.34125;1.34127;436
20260617 0621;1.34127;1.34133;1.34105;1.34117;424
20260617 0624;1.34117;1.34124;1.34098;1.34106;549
20260617 0627;1.34106;1.34115;1.34099;1.34107;529
20260617 0630;1.34107;1.34139;1.34107;1.34135;405
20260617 0633;1.34135;1.3415;1.34125;1.34148;314
20260617 0636;1.34148;1.34159;1.34137;1.34144;279
20260617 0639;1.34144;1.34157;1.34135;1.34136;323
20260617 0642;1.34136;1.34138;1.34116;1.34119;343
20260617 0645;1.34119;1.3414;1.34119;1.34138;362
20260617 0648;1.34138;1.34165;1.34132;1.34165;316
20260617 0651;1.34165;1.34169;1.34131;1.34132;779
20260617 0654;1.34132;1.34148;1.34107;1.34118;604
20260617 0657;1.34118;1.34123;1.34091;1.34123;497
20260617 0700;1.34123;1.34128;1.34112;1.34126;352
20260617 0703;1.34126;1.34127;1.34106;1.34113;520
20260617 0706;1.34113;1.34136;1.34107;1.34109;419
20260617 0709;1.34109;1.34109;1.34089;1.34098;411
20260617 0712;1.34098;1.34098;1.34067;1.3407;527
20260617 0715;1.3407;1.34105;1.34068;1.34088;775
20260617 0718;1.34088;1.34092;1.34077;1.34077;462
20260617 0721;1.34077;1.34094;1.34065;1.34067;349
20260617 0724;1.34067;1.34079;1.34055;1.34073;502
20260617 0727;1.34073;1.34074;1.34049;1.34059;563
20260617 0730;1.34059;1.34059;1.34025;1.3403;597
20260617 0733;1.3403;1.34032;1.34004;1.34018;479
20260617 0736;1.34018;1.34025;1.34;1.34006;511
20260617 0739;1.34006;1.34046;1.33995;1.34009;885
20260617 0742;1.34009;1.34023;1.33998;1.34019;681
20260617 0745;1.34019;1.3405;1.34019;1.3404;456
20260617 0748;1.3404;1.34043;1.34019;1.3403;441
20260617 0751;1.3403;1.34052;1.34025;1.3405;510
20260617 0754;1.3405;1.34051;1.34016;1.34028;418
20260617 0757;1.34028;1.34048;1.34019;1.34048;526
20260617 0800;1.34048;1.34067;1.34036;1.34058;740
20260617 0803;1.34058;1.3408;1.34058;1.34068;425
20260617 0806;1.34068;1.34078;1.34059;1.34068;483
20260617 0809;1.34068;1.34076;1.34056;1.34063;386
20260617 0812;1.34063;1.34071;1.34058;1.34067;391
20260617 0815;1.34067;1.34081;1.34063;1.34081;467
20260617 0818;1.34081;1.34099;1.34079;1.34098;462
20260617 0821;1.34098;1.34098;1.34068;1.34098;501
20260617 0824;1.34098;1.34107;1.34093;1.341;353
20260617 0827;1.341;1.3411;1.34086;1.34086;379
20260617 0830;1.34086;1.341;1.34062;1.34077;389
20260617 0833;1.34077;1.34093;1.34077;1.34085;247
20260617 0836;1.34085;1.34111;1.34085;1.34094;438
20260617 0839;1.34094;1.34134;1.34093;1.3413;404
20260617 0842;1.3413;1.3413;1.34107;1.34109;193
20260617 0845;1.34109;1.34134;1.34109;1.34126;306
20260617 0848;1.34126;1.34143;1.34121;1.34141;463
20260617 0851;1.34141;1.34159;1.34139;1.34157;361
20260617 0854;1.34157;1.34162;1.34142;1.34144;379
20260617 0857;1.34144;1.3416;1.34137;1.34151;488
20260617 0900;1.34151;1.34158;1.34136;1.34149;565
20260617 0903;1.34149;1.34157;1.3413;1.34137;646
20260617 0906;1.34137;1.34155;1.34128;1.3415;684
20260617 0909;1.3415;1.34157;1.34141;1.34154;547
20260617 0912;1.34154;1.34162;1.34148;1.34157;521
20260617 0915;1.34157;1.3416;1.34145;1.34146;443
20260617 0918;1.34146;1.34169;1.34146;1.34169;517
20260617 0921;1.34169;1.34183;1.3416;1.34173;631
20260617 0924;1.34173;1.34173;1.34146;1.34147;554
20260617 0927;1.34147;1.3415;1.34133;1.34141;575
20260617 0930;1.34141;1.34142;1.34108;1.34112;963
20260617 0933;1.34112;1.34129;1.34088;1.34115;897
20260617 0936;1.34115;1.34131;1.34098;1.34098;837
20260617 0939;1.34098;1.34119;1.34096;1.34107;683
20260617 0942;1.34107;1.34108;1.34085;1.34096;786
20260617 0945;1.34096;1.34105;1.34083;1.34087;638
20260617 0948;1.34087;1.3414;1.34084;1.34136;946
20260617 0951;1.34136;1.34137;1.34096;1.34116;791
20260617 0954;1.34116;1.3412;1.34058;1.34059;841
20260617 0957;1.34059;1.34081;1.34058;1.34061;511
20260617 1000;1.34061;1.3408;1.34052;1.34052;659
20260617 1003;1.34052;1.34056;1.34016;1.34037;1037
20260617 1006;1.34037;1.34066;1.34029;1.34049;720
20260617 1009;1.34049;1.3405;1.34008;1.34017;648
20260617 1012;1.34017;1.34027;1.34011;1.34018;506
20260617 1015;1.34018;1.34052;1.34015;1.34037;624
20260617 1018;1.34037;1.34041;1.34015;1.34028;762
20260617 1021;1.34028;1.34028;1.34004;1.34012;559
20260617 1024;1.34012;1.34039;1.34008;1.3401;718
20260617 1027;1.3401;1.34015;1.33994;1.34009;743
20260617 1030;1.34009;1.34032;1.34009;1.34021;976
20260617 1033;1.34021;1.34038;1.34009;1.34013;733
20260617 1036;1.34013;1.34018;1.33988;1.33992;717
20260617 1039;1.33992;1.34008;1.3398;1.3399;769
20260617 1042;1.3399;1.34041;1.3399;1.34028;761
20260617 1045;1.34028;1.34037;1.33847;1.33895;2019
20260617 1048;1.33895;1.33959;1.33895;1.33946;2008
20260617 1051;1.33946;1.34002;1.33944;1.33982;1288
20260617 1054;1.33982;1.33982;1.3395;1.33955;750
20260617 1057;1.33955;1.33972;1.33916;1.33936;1209
20260617 1100;1.33936;1.33941;1.33878;1.33878;1078
20260617 1103;1.33878;1.33941;1.33878;1.33889;1096
20260617 1106;1.33889;1.33922;1.33889;1.33921;822
20260617 1109;1.33921;1.33922;1.3389;1.33901;593
20260617 1112;1.33901;1.33933;1.33891;1.3393;496
20260617 1115;1.3393;1.33971;1.3392;1.33945;827
20260617 1118;1.33945;1.33974;1.33945;1.33958;910
20260617 1121;1.33958;1.33967;1.33939;1.33939;732
20260617 1124;1.33939;1.33942;1.33922;1.33922;644
20260617 1127;1.33922;1.33955;1.3392;1.33951;656
20260617 1130;1.33951;1.33963;1.3394;1.33958;814
20260617 1133;1.33958;1.33971;1.33955;1.3396;662
20260617 1136;1.3396;1.33968;1.33948;1.33949;600
20260617 1139;1.33949;1.33968;1.33928;1.33958;555
20260617 1142;1.33958;1.33984;1.33957;1.33976;426
20260617 1145;1.33976;1.3398;1.33952;1.33965;613
20260617 1148;1.33965;1.33979;1.33951;1.33951;469
20260617 1151;1.33951;1.33954;1.33937;1.33946;402
20260617 1154;1.33946;1.33958;1.33935;1.33956;460
20260617 1157;1.33956;1.33966;1.33951;1.33962;576
20260617 1200;1.33962;1.33969;1.33936;1.33937;687
20260617 1203;1.33937;1.33948;1.33933;1.3394;449
20260617 1206;1.3394;1.33951;1.33921;1.33927;578
20260617 1209;1.33927;1.33949;1.33919;1.33921;545
20260617 1212;1.33921;1.33926;1.33896;1.33897;539
20260617 1215;1.33897;1.33919;1.33895;1.33911;419
20260617 1218;1.33911;1.33926;1.33907;1.33921;404
20260617 1221;1.33921;1.33946;1.33915;1.33945;336
20260617 1224;1.33945;1.33953;1.33932;1.33943;421
20260617 1227;1.33943;1.33945;1.33917;1.33937;454
20260617 1230;1.33937;1.33942;1.33895;1.33897;469
20260617 1233;1.33897;1.33916;1.33894;1.33911;454
20260617 1236;1.33911;1.33919;1.33898;1.33916;497
20260617 1239;1.33916;1.3393;1.33915;1.33928;340
20260617 1242;1.33928;1.33941;1.33924;1.33939;337
20260617 1245;1.33939;1.33951;1.33937;1.33947;310
20260617 1248;1.33947;1.33961;1.33941;1.33961;363
20260617 1251;1.33961;1.33969;1.33955;1.33956;245
20260617 1254;1.33956;1.33979;1.33944;1.33958;507
20260617 1257;1.33958;1.33965;1.33948;1.33963;290
20260617 1300;1.33963;1.33966;1.33954;1.3396;530
20260617 1303;1.3396;1.3398;1.33958;1.33977;412
20260617 1306;1.33977;1.33985;1.33943;1.33976;852
20260617 1309;1.33976;1.33993;1.33968;1.33969;738
20260617 1312;1.33969;1.33987;1.33962;1.33979;687
20260617 1315;1.33979;1.33981;1.33963;1.33967;738
20260617 1318;1.33967;1.3398;1.33961;1.33965;401
20260617 1321;1.33965;1.33978;1.33952;1.33958;359
20260617 1324;1.33958;1.33966;1.3395;1.33957;430
20260617 1327;1.33957;1.33962;1.33945;1.33959;483
20260617 1330;1.33959;1.33969;1.33949;1.33965;387
20260617 1333;1.33965;1.33976;1.33958;1.3396;571
20260617 1336;1.3396;1.33963;1.33941;1.33951;494
20260617 1339;1.33951;1.33957;1.33946;1.33952;432
20260617 1342;1.33952;1.33963;1.33946;1.33962;445
20260617 1345;1.33962;1.33972;1.33954;1.33959;340
20260617 1348;1.33959;1.3399;1.33959;1.33989;388
20260617 1351;1.33989;1.34016;1.33989;1.34014;652
20260617 1354;1.34014;1.3403;1.34014;1.34027;416
20260617 1357;1.34027;1.34032;1.34007;1.34009;224
20260617 1400;1.34009;1.34009;1.33554;1.33608;3619
20260617 1403;1.33608;1.33663;1.3348;1.33508;2301
20260617 1406;1.33508;1.33582;1.33493;1.33505;3521
20260617 1409;1.33505;1.3354;1.3348;1.33507;2270
20260617 1412;1.33507;1.3353;1.33466;1.33495;1979
20260617 1415;1.33495;1.33569;1.33493;1.33557;2284
20260617 1418;1.33557;1.33593;1.33545;1.33554;2016
20260617 1421;1.33554;1.33615;1.33554;1.33604;2105
20260617 1424;1.33604;1.33621;1.33522;1.33542;1907
20260617 1427;1.33542;1.33544;1.33506;1.33544;639
20260617 1430;1.33544;1.33712;1.33474;1.33561;1747
20260617 1433;1.33561;1.3357;1.33343;1.33434;2785
20260617 1436;1.33434;1.33575;1.33423;1.33575;2381
20260617 1439;1.33575;1.33643;1.33488;1.33568;4120
20260617 1442;1.33568;1.337;1.3351;1.3366;4440
20260617 1445;1.3366;1.33681;1.33576;1.33653;3642
20260617 1448;1.33653;1.3367;1.33588;1.33604;3026
20260617 1451;1.33604;1.33664;1.33553;1.33553;2834
20260617 1454;1.33553;1.33591;1.3347;1.3347;2649
20260617 1457;1.3347;1.3348;1.3335;1.33372;2693
20260617 1500;1.33372;1.33401;1.33263;1.33263;3416
20260617 1503;1.33263;1.33303;1.33156;1.33198;4620
20260617 1506;1.33198;1.33247;1.33123;1.3316;3164
20260617 1509;1.3316;1.33167;1.32961;1.32961;2979
20260617 1512;1.32961;1.33046;1.32862;1.3301;3508
20260617 1515;1.3301;1.33016;1.329;1.32905;2903
20260617 1518;1.32905;1.3294;1.32876;1.32895;2218
20260617 1521;1.32895;1.32941;1.32854;1.32872;2620
20260617 1524;1.32872;1.32904;1.32829;1.32871;2851
20260617 1527;1.32871;1.3291;1.32799;1.32799;2537
20260617 1530;1.32799;1.32819;1.32736;1.32769;3270
20260617 1533;1.32769;1.32779;1.327;1.32729;2361
20260617 1536;1.32729;1.32756;1.32628;1.32629;2456
20260617 1539;1.32629;1.32741;1.32626;1.32681;2403
20260617 1542;1.32681;1.327;1.3262;1.32699;2395
20260617 1545;1.32699;1.32758;1.32698;1.32716;2742
20260617 1548;1.32716;1.32781;1.32688;1.32725;2845
20260617 1551;1.32725;1.32762;1.32716;1.3274;2006
20260617 1554;1.3274;1.32864;1.32733;1.32849;2394
20260617 1557;1.32849;1.32862;1.32802;1.32851;1844
20260617 1600;1.32851;1.3287;1.3284;1.32853;1231
20260617 1603;1.32853;1.32855;1.32771;1.32809;1139
20260617 1606;1.32809;1.32827;1.32791;1.32801;599
20260617 1609;1.32801;1.32832;1.32799;1.32812;534
20260617 1612;1.32812;1.32831;1.32809;1.32811;513
20260617 1615;1.32811;1.32842;1.3279;1.32841;515
20260617 1618;1.32841;1.32904;1.32841;1.32901;806
20260617 1621;1.32901;1.32913;1.32888;1.32895;491
20260617 1624;1.32895;1.32919;1.32891;1.32915;504
20260617 1627;1.32915;1.3293;1.32901;1.32924;393
20260617 1630;1.32924;1.32965;1.32922;1.32965;383
20260617 1633;1.32965;1.32965;1.32943;1.32944;236
20260617 1636;1.32944;1.32993;1.32943;1.32993;319
20260617 1639;1.32993;1.32993;1.32965;1.32984;282
20260617 1642;1.32984;1.32984;1.32952;1.32952;317
20260617 1645;1.32952;1.32973;1.32948;1.32964;529
20260617 1648;1.32964;1.32964;1.32944;1.32956;653
20260617 1651;1.32956;1.32963;1.32938;1.32945;381
20260617 1654;1.32945;1.32958;1.32943;1.32948;421
20260617 1657;1.32948;1.32964;1.32885;1.32885;471
20260617 1700;1.32885;1.32885;1.32867;1.32867;2
20260617 1703;1.32867;1.32867;1.32778;1.32781;4
20260617 1706;1.32781;1.32806;1.32772;1.32804;34
20260617 1709;1.32804;1.32864;1.32775;1.32861;96
20260617 1712;1.32861;1.32861;1.32819;1.32826;18
20260617 1715;1.32826;1.32857;1.32826;1.32857;1
20260617 1718;1.32857;1.32926;1.32857;1.32926;76
20260617 1721;1.32926;1.32944;1.32909;1.32942;30
20260617 1724;1.32942;1.32988;1.32936;1.32951;95
20260617 1727;1.32951;1.32959;1.32934;1.32934;51
20260617 1730;1.32934;1.32952;1.32822;1.32891;201
20260617 1733;1.32891;1.32894;1.32826;1.32847;456
20260617 1736;1.32847;1.32883;1.32814;1.32847;653
20260617 1739;1.32847;1.32862;1.32836;1.32852;173
20260617 1742;1.32852;1.32862;1.32822;1.32834;170
20260617 1745;1.32834;1.32869;1.32834;1.32844;54
20260617 1748;1.32844;1.32925;1.32818;1.32924;327
20260617 1751;1.32924;1.32953;1.32924;1.32937;88
20260617 1754;1.32937;1.32941;1.32936;1.32939;42
20260617 1757;1.32939;1.32942;1.32778;1.32843;802
20260617 1800;1.32843;1.32951;1.32843;1.32903;393
20260617 1803;1.32903;1.32921;1.3289;1.32921;185
20260617 1806;1.32921;1.3293;1.32908;1.32908;169
20260617 1809;1.32908;1.32928;1.32903;1.32921;137
20260617 1812;1.32921;1.32941;1.3292;1.32928;117
20260617 1815;1.32928;1.32934;1.3292;1.32921;252
20260617 1818;1.32921;1.32934;1.32921;1.32933;107
20260617 1821;1.32933;1.32944;1.32921;1.32926;157
20260617 1824;1.32926;1.32933;1.32921;1.32925;111
20260617 1827;1.32925;1.32933;1.32911;1.32922;170
20260617 1830;1.32922;1.32934;1.32921;1.32933;164
20260617 1833;1.32933;1.32936;1.32931;1.32934;75
20260617 1836;1.32934;1.32946;1.32933;1.32945;146
20260617 1839;1.32945;1.32952;1.32944;1.32951;128
20260617 1842;1.32951;1.32953;1.32945;1.32945;96
20260617 1845;1.32945;1.3296;1.32945;1.32953;81
20260617 1848;1.32953;1.32966;1.32946;1.32965;147
20260617 1851;1.32965;1.32966;1.32962;1.32964;83
20260617 1854;1.32964;1.32967;1.32959;1.32961;50
20260617 1857;1.32961;1.32961;1.32954;1.32955;52
20260617 1900;1.32955;1.3297;1.32954;1.32964;117
20260617 1903;1.32964;1.32973;1.32963;1.32971;124
20260617 1906;1.32971;1.32983;1.32965;1.32977;156
20260617 1909;1.32977;1.32985;1.32975;1.32982;141
20260617 1912;1.32982;1.33003;1.32982;1.33002;145
20260617 1915;1.33002;1.3301;1.32997;1.32998;171
20260617 1918;1.32998;1.33004;1.32993;1.33003;137
20260617 1921;1.33003;1.33018;1.33001;1.33014;153
20260617 1924;1.33014;1.3302;1.33011;1.33017;125
20260617 1927;1.33017;1.33017;1.32994;1.32996;180
20260617 1930;1.32996;1.32997;1.32984;1.32991;211
20260617 1933;1.32991;1.33002;1.32987;1.32994;235
20260617 1936;1.32994;1.32997;1.32985;1.32985;182
20260617 1939;1.32985;1.32987;1.32964;1.32966;201
20260617 1942;1.32966;1.33025;1.32965;1.3302;307
20260617 1945;1.3302;1.33024;1.32996;1.33002;309
20260617 1948;1.33002;1.33006;1.32991;1.32995;320
20260617 1951;1.32995;1.33006;1.32992;1.33003;224
20260617 1954;1.33003;1.33006;1.32986;1.32988;231
20260617 1957;1.32988;1.33005;1.32986;1.33005;365
20260617 2000;1.33005;1.33091;1.33005;1.33086;1670
20260617 2003;1.33086;1.33137;1.33085;1.33131;1169
20260617 2006;1.33131;1.33177;1.33125;1.33126;1132
20260617 2009;1.33126;1.33136;1.33093;1.33108;994
20260617 2012;1.33108;1.33116;1.33084;1.33085;806
20260617 2015;1.33085;1.33103;1.33084;1.33102;708
20260617 2018;1.33102;1.33108;1.33074;1.33078;584
20260617 2021;1.33078;1.3309;1.33064;1.3309;577
20260617 2024;1.3309;1.3309;1.33061;1.33066;637
20260617 2027;1.33066;1.33075;1.33056;1.33073;434
20260617 2030;1.33073;1.33096;1.33064;1.3309;545
20260617 2033;1.3309;1.33097;1.33077;1.33086;491
20260617 2036;1.33086;1.33086;1.33056;1.33057;382
20260617 2039;1.33057;1.33073;1.33052;1.33063;440
20260617 2042;1.33063;1.33082;1.3306;1.33075;428
20260617 2045;1.33075;1.33079;1.33061;1.33062;463
20260617 2048;1.33062;1.33078;1.33057;1.33077;455
20260617 2051;1.33077;1.33086;1.33061;1.3308;908
20260617 2054;1.3308;1.33085;1.33045;1.33058;1344
20260617 2057;1.33058;1.33073;1.33053;1.33063;689
